id,title,typeSort,typeTrue1,link,description1,dateTrue1,dateSort,date,primaryImage,filename1,Movement,Movement2,Movement3
edanmdm-nmaahc_2011.109.3,Leaflet for Mississippi Freedom Summer,other,Leaflets (printed works),https://nmaahc.si.edu/object/nmaahc_2011.109.3,"A leaflet for Mississippi Freedom Summer made by the Council of Federated Organizations. The leaflet has black ink on white paper and includes text and illustrations. The leaflet has five sections with the headings: ""Freedom Schools""; ""Voter Registration""; ""Community Centers""; ""What You Can Do""; and ""What Is COFO?""",ca.1964,1964,1960,https://ids.si.edu/ids/deliveryService?id=NMAAHC-2011_109_3_001&max=300,NMAAHC-2011_109_3_001.jpg,Civil Rights Movement,Mississippi Freedom Summer,
edanmdm-nmaahc_2012.15.3,Pinback button for Dizzy Gillespie,buttons,Buttons (information artifacts),https://nmaahc.si.edu/object/nmaahc_2012.15.3,A small political pin-back button with black on white lettering that reads: [Dizzy Gillespie for President].,1964,1964,1960,https://ids.si.edu/ids/deliveryService?id=NMAAHC-2B121A3A38152_5001&max=300,NMAAHC-2B121A3A38152_5001.jpg,,,
edanmdm-nmaahc_2013.46.20,Organization of Afro-American Unity Inc. Aims and Objectives,other,Leaflets (printed works),https://nmaahc.si.edu/object/nmaahc_2013.46.20,"Organization of Afro-American Unity Inc. leaflet. A single sheet of paper appears to have been originally folded in half, forming four (4) pages. The OAAU Seal, a graphic of four (4) overlapping circles with the numbers [360] and [34] and Arabic text underneath, is featured at the top of the first page. Black text on the page reads [""FROM DARKNESS / TO LIGHT"" / OAUU, Inc. Seal / ORGANIZSATION / OF AFRO-AMERICAN UNITY / INC. / AIMS & OBJECTIVES]. The leaflet features photographic portraits of Malcolm X and his sister Ella Collins, following by a list of ten (10) ""Aims & Objectives"" of the organization.""",1964,1964,1990,https://ids.si.edu/ids/deliveryService?id=NMAAHC-2013_46_20_001&max=300,NMAAHC-2013_46_20_001.jpg,Civil Rights Movement,,
edanmdm-nmaahc_2010.55.29,Malcolm's Legacy,pamphlets,Pamphlets,https://nmaahc.si.edu/object/nmaahc_2010.55.29,"A pamphlet about Malcolm X. The front features black print on white paper. At center, there is a black and white photograph of Malcolm X. The interior consists of five pages of text. The inside back cover has a tear away section with a form that could be filled out to join the Young Communist League. The back of the pamphlet is blank.",after 1965,1965,1960,https://ids.si.edu/ids/deliveryService?id=NMAAHC-2010_55_29_001&max=300,NMAAHC-2010_55_29_001.jpg,Black Power (Black Pride),,
edanmdm-nmaahc_2010.71.14,"Ticket stub for Washington, DC to Montgomery, AL for Selma-Montgomery March",other,Receipts (financial records),https://nmaahc.si.edu/object/nmaahc_2010.71.14,"A ticket stub for Washington, D.C. to Montgomery, Alabama. The ticket stub is yellowed paper with black ink and is stapled to a green slip of paper providing dates and context.",Mar-65,1965,1960,https://ids.si.edu/ids/deliveryService?id=NMAAHC-2010_71_14_001&max=300,NMAAHC-2010_71_14_001.jpg,Civil Rights Movement,,
edanmdm-nmaahc_2012.159.2,Pinback button for SNCC's One Man One Vote campaign,buttons,Buttons (information artifacts),https://nmaahc.si.edu/object/nmaahc_2012.159.2,"A Student Nonviolent Coordinating Committee pin back button with the top half in black with white text and the bottom half in white with black text. In the middle, center is [SNCC] with the letters split in half with the top half in white and the bottom half in black. The text on the button reads: [ONE MAN / SNCC / ONE VOTE]. On the reverse is a small, white, round sticker with the number [173] and a pin without a fastener.",ca. 1965,1965,1950,https://ids.si.edu/ids/deliveryService?id=NMAAHC-2012_159_2_001&max=300,NMAAHC-2012_159_2_001.jpg,Civil Rights Movement,,
edanmdm-nmaahc_2012.159.6,Pinback button from SNCC,buttons,Buttons (information artifacts),https://nmaahc.si.edu/object/nmaahc_2012.159.6,"A black and white pin-back button with text. In two arcs around the top and bottom edges of the button face are black blocks with white text. In the middle, centered, is black text. The text reads: [STUDENT NONVIOLENT / WE / SHALL / OVERCOME / COORDINATING / COMMITTEE]. On the reverse are two small white stickers. One is round with the number [225] and the other rectangular with two lines of text: [rear / 6936]. The revers has a pin with a fastener.",ca. 1965,1965,1950,https://ids.si.edu/ids/deliveryService?id=NMAAHC-2012_159_6_001&max=300,NMAAHC-2012_159_6_001.jpg,Civil Rights Movement,,
edanmdm-nmaahc_2013.201.1.37,"Pinback button which reads ""Malcolm X Speaks For Me""",buttons,Buttons (information artifacts),https://nmaahc.si.edu/object/nmaahc_2013.201.1.37,"Round pin-back button featuring black type set against a white background. Black type reads, [MALCOLM X/SPEAKS/FOR ME].",1960-1970,1965,1960,https://ids.si.edu/ids/deliveryService?id=NMAAHC-2013_201_1_37_001&max=300,NMAAHC-2013_201_1_37_001.jpg,,,
edanmdm-nmaahc_2010.55.81.2,Dues and finance report,other,Forms (documents),https://nmaahc.si.edu/object/nmaahc_2010.55.81.2,"A ""Dues and Finance Report"" for an unidentified organization. The back of the document has some handwritten inscriptions.",ca. 1966,1966,1960,https://ids.si.edu/ids/deliveryService?id=NMAAHC-2010_55_81_2_001&max=300,NMAAHC-2010_55_81_2_001.jpg,,,
edanmdm-nmaahc_2012.159.3,Pinback button for CORE and Black Power,buttons,Buttons (information artifacts),https://nmaahc.si.edu/object/nmaahc_2012.159.3,"A black pin back button with white text centered in the middle. The text reads: [BLACK POWER / CORE]. Along the outside edge where the button image meets the metal backing, is white text that is cut off and illegible. On the reverse is a small, white, round sticker with the number [173] and a pin without a fastener.",ca. 1966,1966,1950,https://ids.si.edu/ids/deliveryService?id=NMAAHC-2012_159_3_001&max=300,NMAAHC-2012_159_3_001.jpg,Civil Rights Movement,,
edanmdm-nmaahc_2010.41.3,"Poster for SCLC reading ""SCLC / Women, Justice""",posters,Political posters,https://nmaahc.si.edu/object/nmaahc_2010.41.3,A handmade poster board with print in red and black ink that reads: [sclc / Women / JUSTICE].,1968-1990,1968,1990,https://ids.si.edu/ids/deliveryService?id=NMAAHC-2010_41_3_001&max=300,NMAAHC-2010_41_3_001.jpg,Civil Rights Movement,,
edanmdm-nmaahc_2012.46.17.1,Black Power,posters,Lithographs,https://nmaahc.si.edu/object/nmaahc_2012.46.17.1,"Large color lithographic poster published by The Organization of Solidarity with the People of Asia, African and Latin America (OSPAAAL) with the message ""Retaliation to Crime: Revolutionary Violence"" written in English, French, Spanish and Arabic below an illustration of a red-eyed black panther with its teeth bared and the words ""Black Power"" inside its open jaw.",1968,1968,1960,https://ids.si.edu/ids/deliveryService?id=NMAAHC-2012_46_17_1_001&max=300,NMAAHC-2012_46_17_1_001.jpg,Black Power (Black Pride),African American - Latinx Solidarity,
edanmdm-nmaahc_2013.201.11.1-.2,Flyer advertising student strike against the Vietnam War,fliers,Fliers (printed matter),https://nmaahc.si.edu/object/nmaahc_2013.201.11.1-.2,"White flyer with black text covering the whole of the front and back. Text is a combination of typed text and handwritten text. On the front, in the middle third on the left, are two (2) black and white images. The top image is of wounded and dead soldiers on the ground near buildings. The lower image is of police officers standing over bodies lying on the ground surrounded by smoke. At the top third is handwritten text [ON FRIDAY APRIL 26 THOUSANDS OF BLACK STUDENTS IN/EVERY PART OFHTE U.S. AND THROUGHOUT THE THIRD WORLD/WILL STAY OUT OF CLASSES IN A ONE-DAY INTERNATIONAL/STUDENT STRIKE/AGAINST THE VIETNAM WAR/AND THE RACIST DRAFT]. On the back in the upper half is large handwritten text [WASHINGTON'S BLACK/STUDENT STRIKE/AGAINST THE WAR/FRIDAY 26TH/THOUSANDS OF D.C. BLACK/STUDENTS WILL PARTICIPATE].",1968,1968,1960,https://ids.si.edu/ids/deliveryService?id=NMAAHC-2013_201_11_1_003&max=300,NMAAHC-2013_201_11_1_003.jpg,,,
edanmdm-nmaahc_2014.208.1,Sign for the Poor People’s Campaign Headquarters,signs,Signs (declaratory or advertising artifacts),https://nmaahc.si.edu/object/nmaahc_2014.208.1,"This sign was used at the Poor People’s Campaign Headquarters building at 14th and U Streets NW, Washington, D.C. in 1968.",1968,1968,1960,https://ids.si.edu/ids/deliveryService?id=NMAAHC-2014_208_1_001&max=300,NMAAHC-2014_208_1_001.jpg,,,
edanmdm-nmaahc_2017.71.4,"Placard stating ""I AM A MAN"" carried by Arthur J. Schmidt in 1968 Memphis March",placards,Placards (information artifacts),https://nmaahc.si.edu/object/nmaahc_2017.71.4,"A white poster with black lettering used by Arthur J. Schmidt during the 1968 Memphis March. The poster reads ""I / AM / A MAN."" A small allied printing label is stamped on the bottom of the front of the poster at center in black ink. The back of the poster is blank.",1968,1968,1960,https://ids.si.edu/ids/deliveryService?id=NMAAHC-2017_71_4_001&max=300,NMAAHC-2017_71_4_001.jpg,Civil Rights Movement,March on Washington for Jobs and Freedom,
edanmdm-nmaahc_2017.71.5,"Placard stating ""HONOR KING: END RACISM"" carried in 1968 Memphis March",placards,Placards (information artifacts),https://nmaahc.si.edu/object/nmaahc_2017.71.5,"A white poster with black lettering used by Arthur J. Schmidt during the 1968 Memphis March. The poster reads ""HONOR KING: END RACISM."" A small allied printing label is stamped on the bottom of the front of the poster at center in black ink. The back of the poster is blank.",1968,1968,1950,https://ids.si.edu/ids/deliveryService?id=NMAAHC-2017_71_5_001&max=300,NMAAHC-2017_71_5_001.jpg,,,
edanmdm-nmaahc_2017.88.1,Pinback button for Robert F. Kennedy’s 1968 presidential primary campaign,buttons,Buttons (information artifacts),https://nmaahc.si.edu/object/nmaahc_2017.88.1,"A 1968 presidential primary campaign pinback button for Senator Robert F. Kennedy. The button is white with a blue, graphic outline of the United States. Red and blue text printed within the graphic reads, [KENNEDY / the spirit of ‘68]. There is a union mark printed along the rounded edges of this button. The back of the button is silver toned with a brass pin.",1968,1968,1960,https://ids.si.edu/ids/deliveryService?id=NMAAHC-2017_88_1_001&max=300,NMAAHC-2017_88_1_001.jpg,,,
edanmdm-nmaahc_2019.28.19,Poster for a Free Huey Rally at De Fremery Park,posters,Posters,https://nmaahc.si.edu/object/nmaahc_2019.28.19,"A poster for the Free Huey Rally at De Fremery Park, Oakland, California, 1968. Depicted on the left is a drawing of Huey P. Newton wearing a black beret, collared shirt, and jacket. In small text near his shoulder is the illustrator's name [Emory]. Above his head to the right is the animal icon of the black panther. Below the image of Newton black block text reads: [HUEY MUST BE TRIED BY HIS PEERS]. Beneath the extended underscore of the previous text is a list of names: [MELVIN NEWTON / MINISTER OF FINANCE / KATHLEEN CLEAVER / COMMUNICATIONS SECRETARY]. The poster designer's signature is printed and underlined vertically besides Newton’s image at the upper back. From the top of the poster down, in large black type, after the panther paws, is: [FREE HUEY RALLY / DEFREMERY PARK I P.M. / SUNDAY / JULY 14TH / WEST / OAKLAND]. The image of a rifle with body strap is printed above the continuing text, now listing: [SPEAKERS: / BOBBY SEALE / CHAIRMAN, B. P. P. / ELDRIDGE CLEAVER / MINISTER OF INFORMATION / DAVID HILLIARD / NATIONAL HEADQUARTERS CAPTAIN / AND OTHERS]. There are stray smudges and marks along the sides of the poster, recto; wrinkling is evident, verso.",1968,1968,1970,https://ids.si.edu/ids/deliveryService?id=NMAAHC-2019_28_19_001&max=300,NMAAHC-2019_28_19_001.jpg,,,
edanmdm-nmaahc_2015.97.27.154,Flyer Advertising an African Dance and Show,fliers,Fliers (printed matter),https://nmaahc.si.edu/object/nmaahc_2015.97.27.154,"This flyer advertises an African dance and show organized by the Africa Students Social Club. The flyer is white with black text. [AFRICA STUDENTS SOCIAL CLUB / PRESENTS / AUTHENTIC AFRICAN DANCE AND SHOW / AT / HOTEL DIPLOMAT (ROOF TERRACE) / 108 WEST 43RD STREET / SATURDAY, JULY 5, 1969 / 9 P.M. - 3.A.M. / Music: ""African Dashikis Band / Featuring Great Musicians From Africa / RESERVATION - $2.00 AT THE DOOR - - $3.50 / For Tickets and Information Please Call: / Nana Akwasi Talaji: 633-8455 / Atta Prempeh: 875-1962 / Yaw Baafi: 493-1183 / COME ONE - COME ALL]. The back of the flyer is blank except for a blue stamp that reads, [JUL 1969].",Jul-69,1969,1960,https://ids.si.edu/ids/deliveryService?id=NMAAHC-2015_97_27_154_001&max=300,NMAAHC-2015_97_27_154_001.jpg,Anti-apartheid movements,,
edanmdm-nmaahc_2010.55.28,Black Liberation - Cultural and Revolutionary Nationalism,pamphlets,Pamphlets,https://nmaahc.si.edu/object/nmaahc_2010.55.28,"A pamphlet about the Black Panther Party. The font cover features black print on discolored paper. At top, there is a black and white photograph of members of the Black Panther Party standing in a line. The interior consists of fourteen pages of text.",ca. 1970,1970,1960,https://ids.si.edu/ids/deliveryService?id=NMAAHC-2010_55_28_001&max=300,NMAAHC-2010_55_28_001.jpg,Black Power (Black Pride),,
edanmdm-nmaahc_2015.97.16,Poster for a mass Memorial for Martin Luther King,posters,Posters,https://nmaahc.si.edu/object/nmaahc_2015.97.16,"This poster advertises a memorial for Dr. Martin Luther King. On an off-white background is black text that reads ""Mass Memorial/ Noon-Monday Apr 8/ Federal Building/ Golden Gate at Polk St./ We the people honor/ MARTIN/ LUTHER/ KING/ All black political leaders/ must be set free/ now/ Peace & Freedom Movement.""",ca. 1970,1970,1960,https://ids.si.edu/ids/deliveryService?id=NMAAHC-2015_97_16_003&max=300,NMAAHC-2015_97_16_003.jpg,Black Lives Matter,Pan Africanism,
edanmdm-nmaahc_2015.97.27.33,Flyer urging people to tell Congress to end trade with South Africa,fliers,Fliers (printed matter),https://nmaahc.si.edu/object/nmaahc_2015.97.27.33,This flyer urges people to tell Congress to end trade with South Africa. The flyer is pink paper with black text. The block letters at the top and bottom of the flyer read [DON'T BE FOOLED / US GOVT. AGAIN BAILS OUT / THE WHITE RACIST / SOUTH AFRICAN REGIME] and [LETS AID THE FREEOM MOVEMENT / OF SOUTH AFRICA]. The back of the flyer is blank.,1970s,1970,1970,https://ids.si.edu/ids/deliveryService?id=NMAAHC-2015_97_27_33_001&max=300,NMAAHC-2015_97_27_33_001.jpg,Anti-apartheid movements,,
edanmdm-nmaahc_2015.97.27.46,"Letterhead of the Pan African Students Organization in the Americas, Inc.",correspondence,Correspondence,https://nmaahc.si.edu/object/nmaahc_2015.97.27.46,This blank stationery page has the words: [PAN AFRICAN STUDENTS ORGANIZATION / IN THE AMERICAS INC.] typed across the front. The top left corner has a drawing of the outline of Africa with the black power fist in the center. Text reading: [UHURU NA UMOJA / FREEDOM AND SOLIDARITY / YANCI DA HADA KAI] surrounds the illustration.,1960-1977,1970,1960,https://ids.si.edu/ids/deliveryService?id=NMAAHC-2015_97_27_46_001&max=300,NMAAHC-2015_97_27_46_001.jpg,Pan Africanism,,
edanmdm-nmaahc_2012.46.20,Black and white poster of Huey Newton and Bobby Seale,posters,Posters,https://nmaahc.si.edu/object/nmaahc_2012.46.20,"A framed black and white poster of Huey Newton and Bobby Seale in front of the storefront headquarters of the Black Panther Party in Oakland, California. Both men are wearing berets and leather jackets and are armed with assault rifles. Below the image is this quote from Newton: [The racist dog policemen must withdraw immediately from our communities, cease their wanton murder and brutality and torture of black people, or face the wrath of the armed people].",ca. 1971,1971,1960,https://ids.si.edu/ids/deliveryService?id=NMAAHC-2012_46_20_1001&max=300,NMAAHC-2012_46_20_1001.jpg,Civil Rights Movement,,
edanmdm-nmaahc_2015.97.27.201,Flyer Promoting a Rally for Angela Davis Day,fliers,Advertisements,https://nmaahc.si.edu/object/nmaahc_2015.97.27.201,"This flyer advertises a rally for Angela Davis Day. The flyer is yellow with black text and features an image of Angela Davis. The flyer reads: [END / RACISM & / REPRESSION / GET IT TOGETHER AT / CENTRAL PARK MALL FOR / ANGELA DAVIS / DAY SEPTEMBER 25 / 1 TO 4 P.M. ENTER AT 5TH AVE. / AND 72ND STREET / DEMAND BAIL FOR ANGELA / INDICT ROCKEFELLER FOR THE / ATTICA MASSACRE / NOW! / HEAR: CONG. RONALD DELLUMS OSSIE DAVIS / MRS. SALLYE DAVIS DICK GREGORY / and others / SPONSORED BY THE UNITED COALITION FOR ANGELA DAVIS DAY / FOR FURTHER INOFRMATION, CALL 243-8555]. The back of the flyer is blank except for a stamped date that reads [SEP 24 1971].",Sep-71,1971,1970,https://ids.si.edu/ids/deliveryService?id=NMAAHC-2015_97_27_201_001&max=300,NMAAHC-2015_97_27_201_001.jpg,Anti-apartheid movements,,
edanmdm-nmaahc_2015.97.27.38,Flyer for demonstration against Portuguese imperialism in Africa,fliers,Fliers (printed matter),https://nmaahc.si.edu/object/nmaahc_2015.97.27.38,This flyer advertises a demonstration against Portuguese imperialism. It is white paper with black text and features a hand drawn outline of the African continent. The flyer reads: [DEMONSTRATION AGAINST / PORTUGUESE / IMPERIALISM / NOV. 24 / AT 1PM / AT THE PORTUGUESE / GOVERNMENT TOURIST / INFORMATION AGENCY / 570 5TH AVE. N.Y.C. / AT 48TH St. / BLACK STUDENT UNION / HUNTER COLLEGE]. The back of the flyer has information about Portuguese controlled countries in Africa. Hand written text in the bottom right corner reads [NOV 1971].,Nov-71,1971,1970,https://ids.si.edu/ids/deliveryService?id=NMAAHC-2015_97_27_38_001&max=300,NMAAHC-2015_97_27_38_001.jpg,Anti-apartheid movements,,
edanmdm-nmaahc_2018.35.3,"Young Lords Party: Health, Food, Housing, Education",posters,Political posters,https://nmaahc.si.edu/object/nmaahc_2018.35.3,"A Young Lords Party poster. The poster has a black background with white text and a graphic of four purple automatic rifles. Across the top center of the poster, white text reads: [Young Lords Party]. Below the text, the four purple automatic rifles are pictured in a vertical stack. The rifles are oriented horizontally and each rifle has text, in white, across the forestock reading [Health] on the top rifle, [Food] on the second, [Housing] on the third, and [Education] on the bottom. The word [Struggle] is featured in gray text on the magazine of each rifle. In the top right corner of the poster is a logo for the Young Lords Party. The logo is a circle with the Puerto Rican flag in the background and an automatic rifle at center. The letters [YLP] are across the bottom of the logo. The back of the poster is blank.",ca. 1971,1971,1940,https://ids.si.edu/ids/deliveryService?id=NMAAHC-2018_35_3_001&max=300,NMAAHC-2018_35_3_001.jpg,,,
edanmdm-nmaahc_2010.55.47,Young Worker Vol. 3 No. 2,pamphlets,Pamphlets,https://nmaahc.si.edu/object/nmaahc_2010.55.47,A pamphlet made of black ink on a white paper. The front cover has black ink on a green cover and features a black and white photograph of demonstrators in New York protesting the Vietnam War. The interior consists of twenty-eight pages of text and photographs. The back of the pamphlet has a black and white photograph of protestors.,1972,1972,1970,https://ids.si.edu/ids/deliveryService?id=NMAAHC-2010_55_47_001&max=300,NMAAHC-2010_55_47_001.jpg,,,
edanmdm-nmaahc_2010.55.48,Young Worker Vol. 3 No. 1,pamphlets,Pamphlets,https://nmaahc.si.edu/object/nmaahc_2010.55.48,"A pamphlet made of black print on yellowed paper. The cover features a black and white photograph of Gus Hall and Jarvis Tyner. The interior consists of twenty-eight pages of articles and photographs and two pages of a political cartoon about Richard Nixon. Content includes local elections and politics, benefit actions for Angela Davis, labor disputes with General Motors, and pro-independence forces in Puerto Rico. The back of the pamphlet features an announcement for the Second National Convention for the Young Workers League.",1972,1972,1930,https://ids.si.edu/ids/deliveryService?id=NMAAHC-2010_55_48_001&max=300,NMAAHC-2010_55_48_001.jpg,,,
edanmdm-nmaahc_2013.46.10,Flier for the Black Community Survival Conference,fliers,Fliers (printed matter),https://nmaahc.si.edu/object/nmaahc_2013.46.10,"Double-sided poster or flier advertising the 1972 Black Community Survival Conference with promotion provided by the Black Panther Party's Angela Davis People's Free Food Program. Printed in black and red on white paper. Each side features black & white photographs, black & red text and has [10,000 FREE BAGS OF / GROCERIES / (WITH CHICKENS / IN EVERY BAG)] at the top. One side features photographs of Angela Davis, Bobby Seale, Ron Dellums, and Ericka Huggins. It includes a list of conference speakers and a blank registration form. The other side features images of Ira Simmons, D'Army Bailey, Julian Bond, Rev. Charles Koen, Father Earl Neil, and The Persuasions (three images). Also pictured is a woman administering a medical test to two young boys next to the text [10,000 FREE / SICKLE CELL / ANEMIA TESTS / TO BE GIVEN / AT CONFERENCE].",1972,1972,1970,https://ids.si.edu/ids/deliveryService?id=NMAAHC-2013_46_10_003&max=300,NMAAHC-2013_46_10_003.jpg,,,
edanmdm-nmaahc_2014.167.3,Poster for presidential candidate Shirley Chisholm,posters,Posters,https://nmaahc.si.edu/object/nmaahc_2014.167.3,"A political poster for United States presidential candidate Shirley Chisholm. Off-white with black and red type. At top, it reads ""BRING U.S. TOGETHER"" in black with the ""U.S."" in red. Underneath there is a black-and-white image of Shirley Chisholm sitting at a table with papers in front of her, speaking and gesturing with her hands, wearing all white. This image is bordered on the left and right by a light gray color block. At the bottom, reads ""VOTE CHISHOLM 1972/ UNBOUGHT AND UNBOSSED"" with ""CHISHOLM"" in black and everythign else in red, in various font sizes. In the bottom right corner, in small red type, reads ""N.G. SLATER CORP., 220 W. 19 ST. - NYC - 10011."" On reverse, handwritten in purple marker, reads ""Chisholm For President/ 61 Henry St./ Saratoga N.Y./ 584-7015/ Rev. Kennedy/ Mrs. Molineaux"" at the top, aligned towards the left.",1972,1972,1970,https://ids.si.edu/ids/deliveryService?id=NMAAHC-2014_167_3_001&max=300,NMAAHC-2014_167_3_001.jpg,,,
edanmdm-nmaahc_2015.97.27.135,Flyer Advertising an Evening with Angela Davis,fliers,Fliers (printed matter),https://nmaahc.si.edu/object/nmaahc_2015.97.27.135,"This flyer advertises a celebratory benefit event with Angela Davis. The flyer is white with black text and features an illustration of Angela Davis on the top right. The flyer reads [THE ANGELA DAVIS LEGAL DEFENSE FUND / Presents / A VICTORY / CELEBRATION / THURSDAY-JUNE 29- 7:30 P.M. / An Evening / with / Angela Davis / BENEFIT FOR ALL POLITICAL PRISONERS]. Performers are listed as [RAY BARRETTO / JERRY BUTLER / CARMEN MCCRAE / PETE SEEGER / VOICES OF EAST HARLEM / OSSIE DAVIS, M.C.]. Additional information about the event, ticket pricing, and where to buy tickets is printed underneath the illustration and text. The back of the flyer is blank except for two handwritten notes. On top, in graphite text, handwriting reads [M30669-1]. The date, [JULY 1972] is handwritten in blue in the bottom corner.",Jul-72,1972,1970,https://ids.si.edu/ids/deliveryService?id=NMAAHC-2015_97_27_135_001&max=300,NMAAHC-2015_97_27_135_001.jpg,Pan Africanism,,
edanmdm-nmaahc_2015.97.27.179,Flyer Advertising the Soul Together's Badass Black Festival,fliers,Fliers (printed matter),https://nmaahc.si.edu/object/nmaahc_2015.97.27.179,This flyer advertises the Badass Black Festival put on by Soul Together. The flyer is white with black text and features images of wooden carvings of musicians. The flyer reads [SOUL TOGETHER / Presents / Their Badass Black Festival / Fri Feb 4 '72 / AT THE / BELROSE BALLROOM / 1891 Bedford Ave / 10p.m. - 3a.m.] The back of the flyer is blank except for the handwritten text that reads [FEB 1972].,1972,1972,1970,https://ids.si.edu/ids/deliveryService?id=NMAAHC-2015_97_27_179_001&max=300,NMAAHC-2015_97_27_179_001.jpg,,,
edanmdm-nmaahc_2015.97.27.27,Flyer announcing a speech by Dean G.A. FFrench-Beytagh,fliers,Fliers (printed matter),https://nmaahc.si.edu/object/nmaahc_2015.97.27.27,"This flyer details the trials of Rev. G.A. FFrench-Beytagh and announces an upcoming speaking engagement on May 23, 1972. The flyer is yellow paper with black text. The title reads: [SOUTH AFRICAN TERRORISM / DEAN G. A. FFRENCH-BEYTAGH / who was tried and sentences under South Africa's / Terrorism Act / will speak at / CHURCH of the ASCENSION / 5th Avenue at 10th Street - / 8:15 p.m., Tuesday, 23 May 1972] The back of the flyer is blank.",1972,1972,1970,https://ids.si.edu/ids/deliveryService?id=NMAAHC-2015_97_27_27_001&max=300,NMAAHC-2015_97_27_27_001.jpg,Pan Africanism,,
edanmdm-nmaahc_2015.97.27.49,"Flyer advertising ""Afrika Night & Dance"" benefit for a free Zimbabwe",fliers,Fliers (printed matter),https://nmaahc.si.edu/object/nmaahc_2015.97.27.49,"This flyer advertises the second annual Afrika Night & Dance of the Zimbabwe Relief and Development Fund Inc. The flyer is white with black text that reads [Zimbabwe Relief and Development Fund Inc. / PRESENTS ITS SECOND ANNUAL / AFRIKA NIGHT & DANCE / BENEFIT FOR / A FREE ZIMBABWE (Rhodesia) / A NIGHT especially dedicated to the Struggle for FREEDOM / IN ZIMBABWE. / Our brothers and sisters in ZIMBABWE have an avowed deter- / mination to fight it out until they become FREE. You can help / them help themselves still MORE. / AFRIKA NIGHT and DANCE has been organization for you just / for this purpose. It is NOT just another affair...It is THE / AFFAIR --For A Cause! / Let's Weld Our Brotherhood With ACTION At: / CONCOURSE PLAZA GRAND BALLROOM / Grand Concourse at 161 Street Bronx, N.Y. / SATURDAY, MARCH 4th, 1972 / 10 P.M. - 3 A.M. / CHA-CHA-CHA!! -AFRIKAN HIGHLIFE CALYPSO RHYTHMS / AFRIKAN- AMERICN HITS / Presenting the Fantastic Afrikan Band: / MENSAH and EKOW BOTCHEY / DONATION: $6.00 Dress Optional Packages Permitted / Tickets Information: / Leorna Barzey: 893-7905 (eve.) / Mhezi Gutu: 283-3780 / Evelyn Kaonza: 749-0700 x216 / Mashoko Chinhenzwah: 281-0754 (eve.) / SislyeMahlahla: 887-2402 (Eve.) / Invited Guests of Honor Include: / African Ambassadors to the United Nations / Honorable Kenneth A. Gibson --Mayor of Newark / Percy Sutton --Borough President of Manhattan / Congressman Charles Rangel / Roy Wilkins--Executive Director NAACP / Alma Johns--WWRL Commentator / Vernon Jordan, Jr. --Exec. Dir. N.A.T. Urban League / Livingston Wingate--Director of N. Y. C. Urban / League / Congresswoman Shirley Chisholm / Roy Innis / Ennis Francis--International Commission on Africa / Jomo Logan].",Mar-72,1972,1970,https://ids.si.edu/ids/deliveryService?id=NMAAHC-2015_97_27_49_001&max=300,NMAAHC-2015_97_27_49_001.jpg,Pan Africanism,,
edanmdm-nmaahc_2015.97.27.51,Flyer announcing a campaign to support Namibia,fliers,Fliers (printed matter),https://nmaahc.si.edu/object/nmaahc_2015.97.27.51,"This flyer announces a press conference and campaign to support striking African workers and the people of Namibia. The flyer is white with faded blue text. The text is handwritten except for two typed paragraphs in the center of the page. The top of the flyer reads: [ANNOUNCING A PRESS CONFERENCE AND / A CAMPAIGN / COME to NEWMONT MINING / 300 PARK AVENUE / NEW YORK / FRIDAY, FEBRUARY 4TH, 1972 / 12:30 pm. / SUPPORT STRIKING AFRICAN WORKERS / CHALLENGE THE U.S. COMPANIES THEY WORK FOR]. The bottom of the flyer reads: [DON'T WAIT FOR ANOTHER VIETNAM in / South West Africa / SUPPORT the NAMIBIAN people in / their struggle NOW!]. The back of the flyer is blank except for text written in the bottom left corner that reads: [FEB / 1972].",4-Feb-72,1972,1970,https://ids.si.edu/ids/deliveryService?id=NMAAHC-2015_97_27_51_001&max=300,NMAAHC-2015_97_27_51_001.jpg,Pan Africanism,,
edanmdm-nmaahc_2015.97.27.66,Flyer advertising a protest against slaughter in Rhodesia,fliers,Fliers (printed matter),https://nmaahc.si.edu/object/nmaahc_2015.97.27.66,"This flyer advertises a protest against the slaughter in Rhodesia. The flyer is white with black text. The title, subtitles, and location information are bolded in all caps. The title, [PROTEST THE SLAUGHTER / IN RHODESIA], is centered on the page as are the subtitles [FASCIST TERROR MOUNTS AGAINST ZIMBABWE], [5,000,000 AFRICANS TO 250,000 WHITES, BUT...], [RHODESIA HANDED TO RACISTS BY U.S. & BRITAIN], and [AFRICAN MASSES RESIST]. The back of the flyer is blank except for handwritten text in the bottom left that reads: [JAN / 1972].",29-Jan-72,1972,1970,https://ids.si.edu/ids/deliveryService?id=NMAAHC-2015_97_27_66_001&max=300,NMAAHC-2015_97_27_66_001.jpg,Pan Africanism,,
